,user_id,label
0,7,2
1,15,2
2,17,2
3,21,2
4,27,2
5,28,2
6,31,2
7,36,2
8,37,0
9,50,2
10,52,2
11,54,0
12,63,0
13,67,2
14,71,1
15,75,0
16,87,2
17,89,0
18,90,2
19,101,2
20,110,0
21,112,2
22,118,2
23,122,2
24,132,2
25,133,3
26,138,2
27,140,0
28,142,2
29,146,0
30,150,3
31,152,0
32,154,3
33,155,2
34,161,0
35,168,2
36,173,2
37,174,2
38,175,2
39,182,0
40,187,2
41,195,2
42,197,0
43,204,0
44,206,0
45,210,0
46,214,0
47,219,3
48,221,0
49,222,3
50,223,2
51,226,0
52,227,0
53,232,0
54,233,1
55,234,0
56,235,2
57,236,0
58,243,0
59,248,2
60,257,2
61,258,0
62,262,2
63,264,1
64,270,2
65,278,2
66,280,1
67,281,0
68,289,0
69,290,3
70,295,2
71,300,2
72,304,2
73,306,2
74,307,2
75,309,0
76,310,2
77,313,0
78,316,0
79,321,0
80,323,2
81,327,0
82,334,0
83,348,2
84,370,0
85,373,0
86,382,2
87,390,1
88,391,2
89,398,2
90,403,0
91,409,2
92,410,1
93,413,0
94,419,2
95,420,3
96,422,0
97,423,2
98,429,3
99,432,2
100,444,0
101,448,1
102,449,2
103,451,2
104,452,0
105,454,3
106,459,2
107,462,1
108,464,2
109,465,0
110,466,1
111,474,2
112,475,2
113,479,3
114,481,0
115,487,0
116,495,0
117,496,2
118,503,0
119,516,0
120,520,2
121,525,2
122,528,0
123,529,2
124,531,2
125,535,2
126,538,0
127,558,0
128,559,0
129,560,2
130,562,2
131,567,0
132,580,0
133,582,1
134,583,1
135,596,0
136,599,2
137,604,0
138,606,2
139,612,0
140,616,0
141,618,1
142,626,2
143,630,2
144,635,2
145,636,2
146,638,2
147,641,0
148,645,2
149,646,2
150,649,1
151,652,2
152,653,1
153,655,2
154,657,0
155,658,0
156,665,2
157,667,3
158,669,0
159,678,3
160,684,2
161,688,2
162,690,0
163,691,2
164,696,2
165,699,1
166,702,2
167,719,0
168,720,0
169,727,1
170,729,2
171,732,2
172,741,0
173,756,0
174,758,2
175,762,0
176,767,0
177,768,0
178,777,2
179,778,3
180,786,0
181,787,2
182,800,2
