,user_id,label
0,4,1
1,5,2
2,6,1
3,8,0
4,9,3
5,10,0
6,11,1
7,12,2
8,16,2
9,18,1
10,20,1
11,23,1
12,25,1
13,30,1
14,32,3
15,33,1
16,34,1
17,39,0
18,41,2
19,44,1
20,45,1
21,47,1
22,49,1
23,51,1
24,53,2
25,55,3
26,60,1
27,61,3
28,66,1
29,68,2
30,69,1
31,73,1
32,74,2
33,78,1
34,79,3
35,81,1
36,83,1
37,84,2
38,85,1
39,88,1
40,92,1
41,95,2
42,97,1
43,100,1
44,102,0
45,104,1
46,105,1
47,106,3
48,108,2
49,109,2
50,111,1
51,113,1
52,114,0
53,116,1
54,119,3
55,120,1
56,124,0
57,130,3
58,134,2
59,135,3
60,136,2
61,137,1
62,139,1
63,141,3
64,144,1
65,145,1
66,148,1
67,156,1
68,157,3
69,158,1
70,159,3
71,165,3
72,166,1
73,167,1
74,169,3
75,170,1
76,171,1
77,172,1
78,176,2
79,178,1
80,179,2
81,180,0
82,183,2
83,185,1
84,186,1
85,188,3
86,191,1
87,192,1
88,193,2
89,196,1
90,198,2
91,199,1
92,201,2
93,203,1
94,207,1
95,211,0
96,213,2
97,215,1
98,218,1
99,224,2
100,228,1
101,231,0
102,237,1
103,238,3
104,239,2
105,240,1
106,244,1
107,245,3
108,246,1
109,247,2
110,252,1
111,253,1
112,255,0
113,259,2
114,261,1
115,263,1
116,265,1
117,266,1
118,269,3
119,277,3
120,282,1
121,283,1
122,285,3
123,286,1
124,288,3
125,291,1
126,292,2
127,293,2
128,296,1
129,298,1
130,303,1
131,305,3
132,308,1
133,312,1
134,314,1
135,315,3
136,317,1
137,318,1
138,319,1
139,320,0
140,325,3
141,326,3
142,329,1
143,330,1
144,331,1
145,333,1
146,335,1
147,338,1
148,339,2
149,340,2
150,343,1
151,345,1
152,346,1
153,347,1
154,349,1
155,354,1
156,356,1
157,357,0
158,358,2
159,360,1
160,361,1
161,366,2
162,367,1
163,368,1
164,371,1
165,375,2
166,376,1
167,377,3
168,378,1
169,385,2
170,386,2
171,387,1
172,392,1
173,394,0
174,395,1
175,397,1
176,399,1
177,400,1
178,401,0
179,402,1
180,404,2
181,405,1
182,406,2
183,407,3
184,408,2
185,412,2
186,414,2
187,415,2
188,416,3
189,418,0
190,421,1
191,424,1
192,425,0
193,427,1
194,428,2
195,430,2
196,433,2
197,434,1
198,445,1
199,446,1
200,447,1
201,455,2
202,456,1
203,457,2
204,460,1
205,461,1
206,463,2
207,467,1
208,468,1
209,469,3
210,471,1
211,472,1
212,477,1
213,478,1
214,488,0
215,489,0
216,490,1
217,491,0
218,492,1
219,493,2
220,494,0
221,499,3
222,500,1
223,501,1
224,502,0
225,504,3
226,505,1
227,506,1
228,507,3
229,511,1
230,512,0
231,513,1
232,514,1
233,517,3
234,518,1
235,521,1
236,524,0
237,526,1
238,527,1
239,530,0
240,532,2
241,533,2
242,534,1
243,536,2
244,537,1
245,540,2
246,541,1
247,542,1
248,544,1
249,545,3
250,546,1
251,548,3
252,550,0
253,554,2
254,556,1
255,557,1
256,561,1
257,563,1
258,565,1
259,569,1
260,570,2
261,571,3
262,572,1
263,575,1
264,576,1
265,577,3
266,578,3
267,579,1
268,581,1
269,584,1
270,586,1
271,589,0
272,590,1
273,591,1
274,592,3
275,594,1
276,595,1
277,597,3
278,598,1
279,600,3
280,602,1
281,603,3
282,605,3
283,610,1
284,614,3
285,615,1
286,619,1
287,620,1
288,621,0
289,622,1
290,624,1
291,625,3
292,627,1
293,628,0
294,629,1
295,631,2
296,632,1
297,633,1
298,639,1
299,640,2
300,642,1
301,644,1
302,648,0
303,654,1
304,656,1
305,659,1
306,663,1
307,664,1
308,666,1
309,670,2
310,671,2
311,673,3
312,674,0
313,677,1
314,679,1
315,680,1
316,681,0
317,683,3
318,685,3
319,686,1
320,689,3
321,693,1
322,694,2
323,695,1
324,697,1
325,698,0
326,700,2
327,701,1
328,704,2
329,705,1
330,709,3
331,711,1
332,712,1
333,716,1
334,717,1
335,718,2
336,722,2
337,724,2
338,726,1
339,733,1
340,734,0
341,736,0
342,738,3
343,739,1
344,740,1
345,743,2
346,744,1
347,746,1
348,747,2
349,748,2
350,750,1
351,751,1
352,753,2
353,757,1
354,759,1
355,760,1
356,761,0
357,763,1
358,764,1
359,765,1
360,770,3
361,771,1
362,775,2
363,776,1
364,779,0
365,781,1
366,782,0
367,783,1
368,784,2
369,788,1
370,790,2
371,792,1
372,793,1
373,794,1
374,796,3
375,801,1
376,802,3
377,803,0
378,805,0
379,808,1
380,810,1
381,811,3
382,813,1
383,814,1
384,815,2
385,816,0
386,819,3
387,820,3
388,821,3
389,822,2
390,823,1
391,826,1
392,827,1
393,828,1
394,829,1
395,830,0
396,832,3
397,835,1
398,837,0
399,843,1
400,846,2
401,850,2
402,851,2
403,856,1
404,859,3
405,861,1
406,862,1
407,865,1
408,867,1
409,869,1
410,871,1
411,872,2
412,873,3
413,875,1
414,876,1
415,878,1
416,882,1
417,884,1
418,887,1
419,889,2
420,895,1
421,897,3
422,900,3
423,901,1
424,902,2
425,903,1
426,904,1
427,905,2
428,906,0
429,908,0
430,909,1
431,912,2
432,916,1
433,918,1
434,920,3
435,922,2
436,925,1
437,926,1
438,927,3
439,928,1
440,929,2
441,930,1
442,931,2
443,934,1
444,936,1
445,939,3
446,940,2
447,943,1
448,944,1
449,949,1
450,951,1
451,952,1
452,955,1
453,965,1
454,967,1
455,970,3
456,974,2
457,976,3
458,981,1
459,983,2
460,987,2
461,988,1
462,989,1
463,991,1
464,996,1
465,1000,0
466,1001,1
467,1003,3
468,1006,1
469,1007,1
470,1008,2
471,1010,2
472,1011,0
473,1012,1
474,1014,1
475,1016,1
476,1017,1
477,1020,1
478,1025,2
479,1026,1
480,1028,1
481,1030,1
482,1032,2
483,1033,0
484,1034,2
485,1037,3
486,1039,1
487,1040,1
488,1042,2
489,1045,2
490,1046,0
491,1048,1
492,1053,1
493,1054,3
494,1057,3
495,1061,1
496,1063,1
497,1064,1
498,1065,2
499,1068,1
500,1069,2
501,1070,1
502,1071,1
503,1073,1
504,1074,2
505,1076,1
506,1078,2
507,1079,3
508,1081,1
509,1082,1
510,1085,1
511,1086,1
512,1087,1
513,1090,1
514,1091,2
515,1092,2
516,1093,3
517,1094,3
518,1097,1
519,1098,1
520,1099,1
521,1100,3
522,1103,1
523,1104,1
524,1105,3
525,1106,1
526,1110,1
527,1113,2
528,1114,1
529,1117,1
530,1119,1
531,1121,1
532,1123,1
533,1125,3
534,1127,1
535,1128,1
536,1129,3
537,1131,1
538,1133,1
539,1135,1
540,1143,3
541,1144,0
542,1145,3
543,1146,3
544,1148,3
545,1149,1
546,1151,0
547,1152,1
548,1153,1
549,1154,1
550,1159,1
551,1160,1
552,1167,3
553,1168,2
554,1172,2
555,1174,2
556,1175,3
557,1182,1
558,1183,1
559,1184,2
560,1187,3
561,1189,1
562,1190,3
563,1192,1
564,1193,1
565,1194,1
566,1195,1
567,1198,2
568,1200,3
569,1201,1
570,1205,1
571,1207,1
572,1208,0
573,1209,1
574,1211,2
575,1214,2
576,1218,3
577,1222,0
578,1223,3
579,1226,2
580,1227,1
581,1228,1
582,1229,0
583,1230,1
584,1233,1
585,1235,2
586,1239,1
587,1245,2
588,1247,1
589,1248,3
590,1253,3
591,1255,1
592,1256,1
593,1257,1
594,1262,1
595,1265,1
596,1268,2
597,1269,1
598,1273,1
599,1275,1
600,1277,2
601,1278,0
602,1279,2
603,1282,1
604,1286,3
605,1287,1
606,1288,3
607,1289,2
608,1294,3
609,1295,1
610,1297,2
611,1298,3
612,1299,0
613,1300,2
614,1302,2
615,1303,3
616,1304,2
617,1305,2
618,1306,1
619,1307,1
620,1308,1
621,1312,3
622,1316,1
623,1317,1
624,1318,0
625,1319,3
626,1322,1
627,1323,1
628,1324,0
629,1325,1
630,1326,1
631,1329,1
632,1330,1
633,1333,3
634,1336,1
635,1337,2
636,1339,2
637,1341,1
638,1342,1
639,1343,1
640,1351,2
641,1353,2
642,1354,1
643,1357,1
644,1358,2
645,1362,2
646,1364,1
647,1366,1
648,1367,1
649,1369,0
650,1370,3
651,1371,1
652,1374,1
653,1376,2
654,1380,1
655,1383,2
656,1384,2
657,1385,1
658,1389,1
659,1392,1
660,1393,1
661,1394,2
662,1395,0
663,1399,1
664,1403,3
665,1407,1
666,1411,2
667,1413,0
668,1416,1
669,1419,1
670,1421,1
671,1422,2
672,1423,0
673,1425,3
674,1429,2
675,1431,2
676,1434,1
677,1435,1
678,1437,1
679,1441,1
680,1442,1
681,1445,0
682,1446,2
683,1448,2
684,1449,2
685,1450,1
686,1452,2
687,1455,1
688,1457,1
689,1458,1
690,1459,3
691,1460,2
692,1462,1
693,1463,1
694,1465,2
695,1467,1
696,1469,1
697,1470,1
698,1471,1
699,1472,1
700,1474,2
701,1475,3
702,1485,1
703,1488,1
704,1491,1
705,1492,1
706,1495,1
707,1499,0
708,1500,3
709,1502,1
710,1507,3
711,1508,3
712,1512,1
713,1514,1
714,1515,3
715,1516,1
716,1517,0
717,1518,0
718,1522,3
719,1524,2
720,1525,1
721,1528,3
722,1529,1
723,1533,3
724,1534,1
725,1536,1
726,1539,2
727,1543,2
728,1552,1
729,1554,1
730,1555,2
731,1557,1
732,1560,1
733,1561,1
734,1562,2
735,1565,2
736,1567,1
737,1568,1
738,1569,3
739,1572,1
740,1573,1
741,1576,3
742,1577,3
743,1578,3
744,1582,3
745,1583,1
746,1585,1
747,1586,3
748,1587,0
749,1588,1
750,1590,1
751,1591,2
752,1594,1
753,1596,3
754,1598,1
755,1600,1
756,1601,1
757,1604,1
758,1605,1
759,1612,1
760,1616,1
761,1618,0
762,1619,1
763,1624,3
764,1626,2
765,1628,1
766,1630,3
767,1631,0
768,1632,1
769,1633,0
770,1637,1
771,1639,1
772,1641,3
773,1643,1
774,1645,3
775,1649,1
776,1651,2
777,1652,0
778,1653,3
779,1655,1
780,1656,1
781,1660,3
782,1663,2
783,1664,1
784,1668,3
785,1669,2
786,1674,3
787,1675,2
788,1678,2
789,1681,0
790,1684,2
791,1686,3
792,1687,0
793,1688,1
794,1689,2
795,1690,1
796,1691,1
797,1692,1
798,1693,1
799,1694,1
800,1696,2
801,1700,2
802,1701,1
803,1708,1
804,1709,1
805,1710,2
806,1711,3
807,1713,1
808,1714,1
809,1717,1
810,1718,1
811,1720,2
812,1723,1
813,1726,1
814,1728,1
815,1731,3
816,1733,1
817,1734,3
818,1736,1
819,1740,1
820,1744,2
821,1745,2
822,1747,1
823,1756,1
824,1757,3
825,1760,1
826,1761,1
827,1762,1
828,1765,2
829,1771,1
830,1773,1
831,1774,1
832,1775,1
833,1777,1
834,1780,1
835,1783,1
836,1785,3
837,1786,1
838,1792,3
839,1794,1
840,1796,3
841,1797,3
842,1799,1
843,1800,1
844,1801,2
845,1804,1
846,1805,1
847,1806,1
848,1807,3
849,1808,1
850,1810,0
851,1816,2
852,1818,3
853,1821,1
854,1823,3
855,1826,3
856,1827,3
857,1829,2
858,1834,1
859,1835,1
860,1836,3
861,1839,1
862,1841,2
863,1843,1
864,1845,2
865,1846,0
866,1848,1
867,1849,1
868,1852,2
869,1853,2
870,1854,1
871,1855,1
872,1856,3
873,1857,3
874,1858,1
875,1860,1
876,1864,1
877,1867,1
878,1869,3
879,1870,1
880,1873,3
881,1875,1
882,1876,2
883,1877,3
884,1878,3
885,1880,1
886,1881,1
887,1883,1
888,1891,2
889,1893,1
890,1894,2
891,1895,3
892,1896,1
893,1897,2
894,1898,2
895,1900,1
896,1902,1
897,1903,1
898,1904,1
899,1905,3
900,1906,1
901,1907,2
902,1908,1
903,1910,2
904,1913,1
905,1917,1
906,1919,1
907,1921,2
908,1922,1
909,1931,1
910,1932,2
911,1934,2
912,1938,1
913,1940,1
914,1942,1
915,1944,1
916,1947,1
917,1949,3
918,1950,1
919,1952,3
920,1954,1
921,1956,0
922,1957,1
923,1959,1
924,1961,0
925,1962,2
926,1963,0
927,1964,1
928,1968,3
929,1969,1
930,1970,2
931,1974,2
932,1975,0
933,1985,3
934,1986,1
935,1988,2
936,1989,3
937,1994,1
938,1995,1
939,1999,1
940,2003,1
941,2005,0
942,2008,3
943,2009,1
944,2014,0
945,2015,3
946,2018,1
947,2020,1
948,2023,1
949,2025,2
950,2027,1
951,2028,1
952,2029,1
953,2030,1
954,2035,1
955,2036,1
956,2040,1
957,2042,1
958,2043,1
959,2046,2
960,2047,1
961,2048,1
962,2052,3
963,2054,2
964,2059,1
965,2060,1
966,2063,2
967,2064,2
968,2065,1
969,2066,1
970,2067,1
971,2069,2
972,2073,1
973,2074,2
974,2077,2
975,2079,3
976,2080,1
977,2084,1
978,2088,1
979,2089,1
980,2091,2
981,2092,1
982,2093,2
983,2096,1
984,2097,1
985,2104,1
986,2106,1
987,2107,3
988,2109,1
989,2110,1
990,2113,2
991,2120,2
992,2123,1
993,2125,1
994,2126,1
995,2128,1
996,2129,1
997,2131,3
998,2132,3
999,2133,1
1000,2136,1
1001,2137,1
1002,2138,1
1003,2139,1
1004,2140,2
1005,2141,1
1006,2146,1
1007,2147,1
1008,2148,1
1009,2149,1
1010,2152,1
1011,2154,0
1012,2155,1
1013,2158,1
1014,2159,1
1015,2161,2
1016,2164,1
1017,2167,1
1018,2170,1
1019,2172,1
1020,2173,1
1021,2174,1
1022,2176,3
1023,2177,2
1024,2179,1
1025,2181,1
1026,2182,2
1027,2186,1
1028,2187,3
1029,2188,1
1030,2189,3
1031,2191,2
1032,2195,3
1033,2196,1
1034,2197,1
1035,2198,3
1036,2203,1
1037,2204,3
1038,2205,0
1039,2207,3
1040,2208,2
1041,2209,1
1042,2210,2
1043,2213,0
1044,2214,0
1045,2219,1
1046,2220,2
1047,2222,1
1048,2223,1
1049,2224,1
1050,2226,2
1051,2227,0
1052,2228,2
1053,2236,1
1054,2238,2
1055,2239,3
1056,2240,1
1057,2247,1
1058,2248,2
1059,2250,2
1060,2251,2
1061,2256,1
1062,2260,2
1063,2261,1
1064,2263,3
1065,2264,1
1066,2265,1
1067,2266,1
1068,2269,1
1069,2271,1
1070,2272,3
1071,2273,3
1072,2274,3
1073,2277,1
1074,2283,0
1075,2284,1
1076,2287,1
1077,2288,2
1078,2290,2
1079,2295,1
1080,2296,1
1081,2299,1
1082,2300,0
1083,2302,1
1084,2306,1
1085,2308,3
1086,2314,2
1087,2317,2
1088,2318,1
1089,2319,2
1090,2320,1
1091,2323,1
1092,2324,1
1093,2326,2
1094,2330,1
1095,2331,1
1096,2333,2
1097,2337,1
1098,2338,3
1099,2339,2
1100,2340,1
1101,2343,2
1102,2346,0
1103,2347,3
1104,2348,3
1105,2351,1
1106,2352,3
1107,2353,1
1108,2356,3
1109,2358,1
1110,2359,2
1111,2360,1
1112,2363,1
1113,2364,1
1114,2367,1
1115,2368,1
1116,2369,3
1117,2370,0
1118,2372,1
1119,2373,3
1120,2376,1
1121,2378,2
1122,2379,0
1123,2380,3
1124,2384,1
1125,2385,3
1126,2389,2
1127,2390,1
1128,2391,1
1129,2393,1
1130,2395,1
1131,2400,1
1132,2401,0
1133,2402,1
1134,2406,1
1135,2407,1
1136,2408,1
1137,2411,3
1138,2412,1
1139,2414,3
1140,2417,1
1141,2421,2
1142,2429,1
1143,2430,1
1144,2438,3
1145,2442,2
1146,2447,2
1147,2448,1
1148,2451,3
1149,2452,3
1150,2454,3
1151,2455,1
1152,2457,0
1153,2458,3
1154,2460,2
1155,2463,1
1156,2464,3
1157,2465,3
1158,2469,1
1159,2471,1
1160,2472,1
1161,2477,1
1162,2479,1
1163,2484,0
1164,2493,0
1165,2494,0
1166,2499,1
1167,2504,3
1168,2507,2
1169,2508,2
1170,2509,1
1171,2510,2
1172,2511,0
1173,2512,1
1174,2513,1
1175,2515,1
1176,2517,1
1177,2521,3
1178,2523,3
1179,2525,2
1180,2527,2
1181,2528,3
1182,2532,2
1183,2536,3
1184,2537,0
1185,2540,2
1186,2543,3
1187,2545,1
1188,2547,1
1189,2549,2
1190,2552,1
1191,2557,1
1192,2559,1
1193,2560,1
1194,2564,1
1195,2567,3
1196,2569,1
1197,2570,3
1198,2571,1
1199,2572,0
1200,2573,2
1201,2575,1
1202,2576,1
1203,2579,2
1204,2580,2
1205,2581,2
1206,2582,2
1207,2585,3
1208,2586,2
1209,2587,3
1210,2589,2
1211,2594,2
1212,2599,3
1213,2601,1
1214,2606,1
1215,2607,1
1216,2612,1
1217,2613,1
1218,2615,1
1219,2617,1
1220,2618,2
1221,2619,1
1222,2624,2
1223,2625,1
1224,2631,1
1225,2632,1
1226,2633,2
1227,2635,1
1228,2636,1
1229,2637,1
1230,2639,3
1231,2641,1
1232,2643,1
1233,2644,3
1234,2645,3
1235,2647,3
1236,2654,3
1237,2656,2
1238,2661,3
1239,2664,0
1240,2666,1
1241,2667,2
1242,2669,1
1243,2671,3
1244,2673,3
1245,2674,1
1246,2675,1
1247,2677,2
1248,2678,1
1249,2679,1
1250,2681,1
1251,2684,0
1252,2686,1
1253,2687,3
1254,2691,1
1255,2692,1
1256,2694,1
1257,2695,2
1258,2697,3
1259,2699,1
1260,2704,3
1261,2705,3
1262,2707,3
1263,2708,1
1264,2710,2
1265,2711,2
1266,2714,1
1267,2715,3
1268,2716,2
1269,2717,1
